locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
1587580,Eva's Catering,Truck,5340000,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2045 EVANS AVE,4343002,4343,002,21MFF-00155,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6013220.459,2100301.58,37.747772091607466,-122.39703171897757,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00155&ExportPDF=1&Filename=21MFF-00155_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,1,11/15/2022 12:00:00 AM,"(37.747772091607466, -122.39703171897757)",10,3,8,58,1
1587522,"Chairman SF, LLC",Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,0238003,0238,003,21MFF-00153,APPROVED,Baos: bowls & drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00153&ExportPDF=1&Filename=21MFF-00153_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,0,11/15/2022 12:00:00 AM,"(0.0, 0.0)",,,,,
1587537,Brazuca Grill,Truck,10337002,PENNSYLVANIA AVE: I-280 S OFF RAMP to 25TH ST (1050 - 1099),1082 PENNSYLVANIA AVE,4224095,4224,095,21MFF-00154,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014413.78675,2102312.79929,37.75336082945507,-122.39304592079775,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,1,11/15/2022 12:00:00 AM,"(37.75336082945507, -122.39304592079775)",10,3,8,28856,29
1587524,"Chairman SF, LLC",Truck,9089000,MISSION ST: ECKER ST to SHAW ALY (521 - 548),536 MISSION ST,3708098,3708,098,21MFF-00153,APPROVED,Baos: bowls & drinks,6012988.85269,2115411.95666,37.78924890841371,-122.39889295934644,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00153&ExportPDF=1&Filename=21MFF-00153_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,0,11/15/2022 12:00:00 AM,"(37.78924890841371, -122.39889295934644)",12,2,9,28855,6
1587578,Eva's Catering,Truck,305000,05TH ST: WELSH ST to BRANNAN ST (530 - 599),530 05TH ST,3778001B,3778,001B,21MFF-00155,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6012502.558,2110915.797,37.77687638877653,-122.40025957520209,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00155&ExportPDF=1&Filename=21MFF-00155_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,1,11/15/2022 12:00:00 AM,"(37.77687638877653, -122.40025957520209)",14,2,9,28856,34
1587549,Brazuca Grill,Truck,187201,03RD ST: MARIPOSA ST to 18TH ST (2000 - 2098) -- WEST --,2030 03RD ST,3995105,3995,105,21MFF-00154,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015620.25,2106039.246,37.7636598013494,-122.38913385740454,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,1,11/15/2022 12:00:00 AM,"(37.7636598013494, -122.38913385740454)",14,3,8,28856,29
1587542,Brazuca Grill,Truck,12482000,TENNESSEE ST: MARIPOSA ST to 18TH ST (600 - 699),640 TENNESSEE ST,3996012,3996,012,21MFF-00154,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015341.121,2106001.428,37.76354048392964,-122.39009664366294,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,1,11/15/2022 12:00:00 AM,"(37.76354048392964, -122.39009664366294)",14,3,8,28856,29
1587570,Brazuca Grill,Truck,9061000,MINNESOTA ST: MINNESOTA ST to 26TH ST (1400 - 1499),1400 MINNESOTA ST,4293018,4293,018,21MFF-00154,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015242.858,2101827.597,37.75207458620838,-122.39014490082212,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,1,11/15/2022 12:00:00 AM,"(37.75207458620838, -122.39014490082212)",10,3,8,28856,1
1587574,Eva's Catering,Truck,10006000,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1100 ORTEGA ST,2055019,2055,019,21MFF-00155,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,5990583.21,2102550.36,37.752660520412284,-122.47547353178139,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00155&ExportPDF=1&Filename=21MFF-00155_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,1,11/15/2022 12:00:00 AM,"(37.752660520412284, -122.47547353178139)",1,8,4,56,12
1587568,Brazuca Grill,Truck,8717000,MARIPOSA ST: PENNSYLVANIA AVE to MISSISSIPPI ST (1000 - 1099),1040 MARIPOSA ST,3987012,3987,012,21MFF-00154,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014135.465,2106266.867,37.76420237830191,-122.39428524233958,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,1,11/15/2022 12:00:00 AM,"(37.76420237830191, -122.39428524233958)",14,3,8,28856,29
1587535,Brazuca Grill,Truck,10332000,PENNSYLVANIA AVE: MARIPOSA ST to I-280 S OFF RAMP (200 - 256),208 PENNSYLVANIA AVE,4000053,4000,053,21MFF-00154,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014208.71083,2105996.09175,37.763462959906555,-122.39401294737715,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,1,11/15/2022 12:00:00 AM,"(37.763462959906555, -122.39401294737715)",14,3,8,28856,29
1587554,Brazuca Grill,Truck,226201,03RD ST: EGBERT AVE to FITZGERALD AVE (6000 - 6170) -- WEST --,6000 03RD ST,5431A001U,5431A,001U,21MFF-00154,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6013371.112,2091633.565,37.723979903892854,-122.39590345491315,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,1,11/15/2022 12:00:00 AM,"(37.723979903892854, -122.39590345491315)",10,3,8,58,1
1587548,Brazuca Grill,Truck,187101,03RD ST: MARIPOSA ST to 18TH ST (2001 - 2099) -- EAST --,2085 03RD ST,3994002,3994,002,21MFF-00154,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015805.902,2105904.117,37.76329905604463,-122.38848230680541,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,1,11/15/2022 12:00:00 AM,"(37.76329905604463, -122.38848230680541)",14,3,8,28856,29
1587555,Brazuca Grill,Truck,2458000,ARMSTRONG AVE: HAWES ST to INGALLS ST (1300 - 1399),1315 ARMSTRONG AVE,4851017,4851,017,21MFF-00154,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015787.012,2091256.533,37.723078757516,-122.38752570401662,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,1,11/15/2022 12:00:00 AM,"(37.723078757516, -122.38752570401662)",10,3,8,58,1
1337457,Liang Bai Ping,Truck,9743000,OFARRELL ST: BRODERICK ST to SAINT JOSEPHS AVE (2200 - 2299),2200 OFARRELL ST,1098044,1098,044,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,,,07/12/2019 12:00:00 AM,20190712,1,01/15/2021 12:00:00 AM,"(0.0, 0.0)",,,,,
1514026,F & C Catering,Truck,12491000,TENNESSEE ST: TENNESSEE ST to 26TH ST (1500 - 1599),1500 TENNESSEE ST,4294012,4294,012,21MFF-00035,EXPIRED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015520.523,2101882.84,37.75224166848031,-122.38918854258944,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00035&ExportPDF=1&Filename=21MFF-00035_schedule.pdf,,,03/30/2021 12:00:00 AM,20210326,1,11/15/2021 12:00:00 AM,"(37.75224166848031, -122.38918854258944)",10,3,8,28856,1
1576230,Natan's Catering,Truck,5340000,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2045 EVANS AVE,4343002,4343,002,21MFF-00118,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6013220.459,2100301.58,37.747772091607466,-122.39703171897757,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00118&ExportPDF=1&Filename=21MFF-00118_schedule.pdf,,,12/16/2021 12:00:00 AM,20211202,1,11/15/2022 12:00:00 AM,"(37.747772091607466, -122.39703171897757)",10,3,8,58,1
1576232,Natan's Catering,Truck,6759001,HARRISON ST: 26TH ST to KAMILLE CT (3000 - 3048),3040 HARRISON ST,6573001,6573,001,21MFF-00118,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6008722.691,2100785.001,37.748848056566345,-122.41261899465519,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00118&ExportPDF=1&Filename=21MFF-00118_schedule.pdf,,,12/16/2021 12:00:00 AM,20211202,1,11/15/2022 12:00:00 AM,"(37.748848056566345, -122.41261899465519)",2,4,7,28859,19
1587560,Brazuca Grill,Truck,5070000,EDDY ST: BUCHANAN ST to WEBSTER ST (1300 - 1399),1346 EDDY ST,0733014,0733,014,21MFF-00154,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6003979.58488,2112907.84293,37.78186711757412,-122.42988524760261,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,1,11/15/2022 12:00:00 AM,"(37.78186711757412, -122.42988524760261)",7,9,11,29490,41
1587540,Brazuca Grill,Truck,11833000,SHOTWELL ST: 15TH ST to 16TH ST (100 - 199),131 SHOTWELL ST,5501 003,5501,003,21MFF-00154,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6007971.764,2100466.349,37.74793093611294,-122.41519315390947,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,,,12/30/2021 12:00:00 AM,20211230,1,11/15/2022 12:00:00 AM,"(37.74793093611294, -122.41519315390947)",2,7,7,28859,2
1590836,El Alambre,Truck,5817000,FRANKLIN ST: MYRTLE ST to GEARY BLVD (1150 - 1199),1188 FRANKLIN ST,0714017,0714,017,22MFF-00008,APPROVED,Tacos: Burritos: Quesadillas: Nachos Alambres: Choice of Meat: Carne Asada: Carnitas: Pollo: Al Pastor Camarones,6006108.969,2114104.044,37.785271949066775,-122.42260358516438,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00008&ExportPDF=1&Filename=22MFF-00008_schedule.pdf,,,01/20/2022 12:00:00 AM,20220120,0,11/15/2022 12:00:00 AM,"(37.785271949066775, -122.42260358516438)",13,9,11,28858,41
1590833,El Alambre,Truck,11832000,SHOTWELL ST: 14TH ST to 15TH ST (1 - 99),1800 FOLSOM ST,3549083,3549,083,22MFF-00007,APPROVED,Tacos: Burritos: Quesadillas: Tortas,6007856.719,2107724.046,37.76785244271805,-122.41610489253189,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00007&ExportPDF=1&Filename=22MFF-00007_schedule.pdf,,,01/20/2022 12:00:00 AM,20220120,0,11/15/2022 12:00:00 AM,"(37.76785244271805, -122.41610489253189)",8,4,7,28853,19
1509787,El Gallo Jiro,Truck,1260000,23RD ST: TREAT AVE to FOLSOM ST (3052 - 3099),3055 23RD ST,3640039,3640,039,21MFF-00011,EXPIRED,Burritos: Giros: Tortas: Quesadillas: Tacos & Various Beverages,6008556.964,2102638.387,37.753927735726535,-122.41332312961758,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00011&ExportPDF=1&Filename=21MFF-00011_schedule.pdf,,,03/19/2021 12:00:00 AM,20210312,1,11/15/2021 12:00:00 AM,"(37.753927735726535, -122.41332312961758)",2,4,7,28859,19
963992,Singh Brothers Ice Cream,Truck,10810000,QUESADA AVE: CRISP RD to HAWES ST (1170 - 1199),1191 QUESADA AVE,4763042,4763,042,17MFF-0182,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6017387.966,2092923.508,37.72774449070106,-122.38210737524216,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,Mo-Fr:3PM-4PM,,,20170418,1,03/15/2018 12:00:00 AM,"(37.72774449070106, -122.38210737524216)",10,3,8,58,1
1343454,Esmeli Catering,Truck,7022000,HOOPER ST: 07TH ST to 08TH ST (100 - 199),Assessors Block /Lot,,,,19MFF-00110,REQUESTED,tacos: burritos: quesadilla: tortas sodas,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00110&ExportPDF=1&Filename=19MFF-00110_schedule.pdf,,,,20190731,0,,"(0.0, 0.0)",,,,,
1089698,El Tonayense #60,Truck,6752000,HARRISON ST: MISTRAL ST to 20TH ST (2345 - 2399),2355 FOLSOM ST,3593035,3593,035,18MFF-0004,REQUESTED,Tacos: Burritos: Tortas: Quesadillas: Drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0004&ExportPDF=1&Filename=18MFF-0004_schedule.pdf,Mo-Su:4PM-10PM,,,20180205,1,07/15/2019 12:00:00 AM,"(0.0, 0.0)",,,,,
1590834,El Alambre,Truck,580000,14TH ST: FOLSOM ST to SHOTWELL ST (100 - 150),1800 FOLSOM ST,3549083,3549,083,22MFF-00007,APPROVED,Tacos: Burritos: Quesadillas: Tortas,6007856.719,2107724.046,37.76785244271805,-122.41610489253189,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00007&ExportPDF=1&Filename=22MFF-00007_schedule.pdf,,,01/20/2022 12:00:00 AM,20220120,0,11/15/2022 12:00:00 AM,"(37.76785244271805, -122.41610489253189)",8,4,7,28853,19
1590835,El Alambre,Truck,5816000,FRANKLIN ST: OFARRELL ST \ STARR KING WAY to MYRTLE ST (1100 - 1149),1100 FRANKLIN ST,0714015,0714,015,22MFF-00008,APPROVED,Tacos: Burritos: Quesadillas: Nachos Alambres: Choice of Meat: Carne Asada: Carnitas: Pollo: Al Pastor Camarones,6006116.026,2113948.779,37.78484602775554,-122.42256813313709,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00008&ExportPDF=1&Filename=22MFF-00008_schedule.pdf,,,01/20/2022 12:00:00 AM,20220120,0,11/15/2022 12:00:00 AM,"(37.78484602775554, -122.42256813313709)",13,9,11,28858,41
1514031,F & C Catering,Truck,9058000,MINNESOTA ST: 23RD ST to 24TH ST (1200 - 1299),1275 MINNESOTA ST,4229004,4229,004,21MFF-00035,EXPIRED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015479.602,2102615.711,37.754251708893726,-122.3893812288799,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00035&ExportPDF=1&Filename=21MFF-00035_schedule.pdf,,,03/30/2021 12:00:00 AM,20210326,1,11/15/2021 12:00:00 AM,"(37.754251708893726, -122.3893812288799)",10,3,8,28856,29
1575185,Park's Catering,Truck,4615000,DAVIDSON AVE: RANKIN ST to SELBY ST (1600 - 1699),1650 DAVIDSON AVE,5215022,5215,022,21MFF-00115,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6014623.707,2099886.835,37.74671130304029,-122.39215031945261,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,,,12/09/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.74671130304029, -122.39215031945261)",10,3,8,58,1
1575191,Park's Catering,Truck,7254000,INNES AVE: ARELIOUS WALKER DR to GRIFFITH ST (800 - 899),Assessors Block 4645/Lot015,4645015,4645,015,21MFF-00115,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6019359.973,2094482.884,37.73213495192223,-122.37539807856734,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,,,12/09/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.73213495192223, -122.37539807856734)",10,3,8,58,1
1591847,Golden Gate Halal Food,Push Cart,8751101,MARKET ST: 07TH ST \ CHARLES J BRENHAM PL to 08TH ST \ GROVE ST \ HYDE ST (1101 - 1199) -- SOUTH --,1169 MARKET ST,3702051,3702,051,22MFF-00025,SUSPEND,Pulao Plates & Sandwiches: Various Drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00025&ExportPDF=1&Filename=22MFF-00025_schedule.pdf,,,,20220126,0,11/15/2022 12:00:00 AM,"(0.0, 0.0)",,,,,
1576231,Natan's Catering,Truck,6721000,HARRISON ST: MERLIN ST to OAK GROVE ST (924 - 950),950 HARRISON ST,3753241,3753,241,21MFF-00118,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011666.48064,2111483.53704,37.778388615786554,-122.40319178322909,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00118&ExportPDF=1&Filename=21MFF-00118_schedule.pdf,,,12/16/2021 12:00:00 AM,20211202,1,11/15/2022 12:00:00 AM,"(37.778388615786554, -122.40319178322909)",14,2,9,28856,34
1514029,F & C Catering,Truck,193201,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2800 03RD ST,4246001,4246,001,21MFF-00035,EXPIRED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015771.139,2102415.24,37.753717416902134,-122.38835902104361,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00035&ExportPDF=1&Filename=21MFF-00035_schedule.pdf,,,03/30/2021 12:00:00 AM,20210326,1,11/15/2021 12:00:00 AM,"(37.753717416902134, -122.38835902104361)",10,3,8,28856,29
1575179,Park's Catering,Truck,198201,03RD ST: ARTHUR AVE \ CARGO WAY to BURKE AVE (3400 - 3498) -- WEST --,3450 03RD ST,5211029,5211,029,21MFF-00115,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6015874.731,2099503.899,37.74572922168844,-122.38779765083679,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,,,12/09/2021 12:00:00 AM,20211119,1,11/15/2022 12:00:00 AM,"(37.74572922168844, -122.38779765083679)",10,3,8,58,1
1591779,Street Meet,Truck,6552000,GROVE ST: 08TH ST \ HYDE ST \ MARKET ST to LARKIN ST (1 - 55),30 GROVE ST,0354001,0354,001,22MFF-00009,SUSPEND,Burritos: Tacos: Quesadillas: Tortas: Carne Asada Fries and various drinks,6008026.826,2111838.426,37.779159119969,-122.4158078824267,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00009&ExportPDF=1&Filename=22MFF-00009_schedule.pdf,,,,20220126,0,11/15/2022 12:00:00 AM,"(37.779159119969, -122.4158078824267)",7,10,9,28852,36
1576375,San Francisco's Hometown Creamery,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),425 CALIFORNIA ST,0260001,0260,001,21MFF-00121,APPROVED,Ice Cream: Waffle Cones,6012304.287,2116717.605,37.79279574157871,-122.40135328093122,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00121&ExportPDF=1&Filename=21MFF-00121_schedule.pdf,,,12/16/2021 12:00:00 AM,20211202,0,11/15/2022 12:00:00 AM,"(37.79279574157871, -122.40135328093122)",4,1,10,28854,6
